assists,champLevel,championName,deaths,detectorWardsPlaced,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,inhibitorsLost,kills,magicDamageDealt,magicDamageDealtToChampions,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,sightWardsBoughtInGame,teamId,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,turretsLost,visionScore,wardsKilled,wardsPlaced,win,match_id,tier
12,18,Ambessa,3,3,False,False,22303,0,21,0,0,205,295731,43414,19545,6981,0,200,JUNGLE,383535,45018,62,87802,1604,6,23,0,7,True,EUW1_7762235766,Challenger
6,18,Ryze,7,0,False,False,14894,0,5,228684,22154,16,8536,1159,18252,5430,0,200,MIDDLE,241787,23313,230,4566,0,6,8,1,7,True,EUW1_7762235766,Challenger
10,16,Draven,9,0,False,False,17715,0,12,0,0,5,158938,26623,20395,7,0,200,BOTTOM,163445,26949,166,4507,326,6,15,3,7,True,EUW1_7762235766,Challenger
27,16,Blitzcrank,8,5,False,False,10141,0,1,17935,7596,0,8993,5019,23984,6844,0,200,UTILITY,29358,14124,15,2429,1508,6,88,2,39,True,EUW1_7762235766,Challenger
10,15,Aurora,3,4,False,False,10912,0,6,117293,31395,0,17826,4292,13621,2075,0,100,TOP,137845,35728,193,2726,40,1,31,2,13,True,EUW1_7761912512,Challenger
9,14,LeeSin,7,7,False,False,9890,0,3,24211,1328,146,103047,11563,19756,7,0,100,JUNGLE,215266,16279,14,88006,3387,1,43,2,17,True,EUW1_7761912512,Challenger
13,16,TwistedFate,4,0,False,False,14109,0,5,160343,14983,4,11753,2250,7560,574,0,100,MIDDLE,176942,17793,229,4845,560,1,24,4,9,True,EUW1_7761912512,Challenger
6,14,KogMaw,4,0,False,False,15897,0,16,60407,26824,4,87748,21205,16753,3494,0,100,BOTTOM,157328,49964,181,9171,1934,1,11,2,7,True,EUW1_7761912512,Challenger
21,12,Lulu,5,6,False,False,8503,0,0,18886,7931,4,5035,1787,6746,25,0,100,UTILITY,27195,11021,22,3274,1301,1,72,8,38,True,EUW1_7761912512,Challenger
4,14,Ornn,4,1,False,False,8537,1,3,55183,7150,0,38161,3658,13945,6081,0,200,TOP,96610,10824,168,3264,15,8,19,3,8,False,EUW1_7761912512,Challenger
11,13,Aatrox,5,2,False,False,10683,1,5,8690,1390,135,113285,17143,21318,22,0,200,JUNGLE,187037,20491,9,65060,1956,8,21,3,5,False,EUW1_7761912512,Challenger
4,15,Akali,4,1,False,False,12374,1,10,128139,17815,0,14629,1200,10896,7050,0,200,MIDDLE,150687,20738,226,7919,1722,8,17,4,4,False,EUW1_7761912512,Challenger
3,12,Jinx,11,2,False,False,8958,1,3,1411,480,4,104287,14263,10547,29,0,200,BOTTOM,106042,14792,167,343,48,8,25,7,9,False,EUW1_7761912512,Challenger
12,10,Karma,6,5,False,False,7583,1,2,20267,7181,0,3539,1681,5610,3463,0,200,UTILITY,26730,9928,43,2923,1065,8,86,12,32,False,EUW1_7761912512,Challenger
4,18,Renekton,4,6,False,True,16230,1,6,13843,5792,4,234835,28245,27129,5180,0,100,TOP,253306,34038,321,4627,0,8,49,5,17,False,EUW1_7761658545,Challenger
5,17,Viego,8,4,False,True,13644,1,6,7698,957,201,230790,15129,23770,6236,0,100,JUNGLE,328349,17066,41,89863,979,8,25,1,6,False,EUW1_7761658545,Challenger
4,17,Fizz,9,1,False,True,14006,1,12,134687,30739,0,19128,4532,19440,6864,0,100,MIDDLE,161481,39466,217,7664,4194,8,24,2,5,False,EUW1_7761658545,Challenger
7,16,Lux,8,0,False,True,14972,1,3,201968,23423,0,18001,1182,15752,6904,0,100,BOTTOM,221542,25844,307,1572,1238,8,17,2,10,False,EUW1_7761658545,Challenger
12,14,Karma,9,2,False,True,9938,1,3,22643,10340,0,5160,1052,18122,3211,0,100,UTILITY,35038,13182,37,7233,1789,8,107,13,33,False,EUW1_7761658545,Challenger
17,19,Sion,4,0,False,True,13607,0,0,72291,12578,0,122229,11511,27083,5041,0,200,TOP,197707,24700,267,3187,610,5,24,0,14,True,EUW1_7761658545,Challenger
10,18,LeeSin,5,5,False,True,20548,0,22,47671,3251,232,244119,39032,16639,2075,0,200,JUNGLE,393545,44386,31,101754,2102,5,53,5,18,True,EUW1_7761658545,Challenger
2,18,Ahri,10,1,False,True,14364,0,5,124813,18652,0,20934,2127,11545,1626,0,200,MIDDLE,221406,27612,285,75661,6833,5,31,6,7,True,EUW1_7761658545,Challenger
12,17,Jhin,3,0,False,True,16913,0,9,12778,1318,4,217239,22707,7970,3018,0,200,BOTTOM,233804,24565,252,3786,539,5,13,2,11,True,EUW1_7761658545,Challenger
23,14,Neeko,8,8,False,True,10445,0,2,43688,20023,4,4076,1509,10470,6425,0,200,UTILITY,49567,22559,38,1802,1026,5,108,9,44,True,EUW1_7761658545,Challenger
0,1,Singed,0,0,True,False,518,0,0,198,49,0,0,0,95,5041,0,100,TOP,198,49,0,0,0,0,0,0,0,True,EUW1_7761638214,Challenger
0,1,Vi,0,0,True,False,518,0,0,0,0,0,1034,0,265,3018,0,100,JUNGLE,1349,0,0,314,0,0,0,0,0,True,EUW1_7761638214,Challenger
0,1,Viktor,0,0,True,False,538,0,0,150,150,0,305,131,152,3366,0,100,MIDDLE,455,281,1,0,0,0,0,0,0,True,EUW1_7761638214,Challenger
0,1,Jhin,0,0,True,False,523,0,0,0,0,0,701,287,246,5688,0,100,BOTTOM,701,287,0,0,0,0,0,0,1,True,EUW1_7761638214,Challenger
0,1,Bard,0,0,True,False,541,0,0,150,115,0,136,84,29,4770,0,100,UTILITY,338,251,0,52,52,0,0,0,0,True,EUW1_7761638214,Challenger
0,1,Rumble,0,0,True,False,518,0,0,102,0,0,233,95,21,5180,0,200,TOP,378,137,0,42,42,0,0,0,0,False,EUW1_7761638214,Challenger
0,1,Zaahen,0,0,True,False,518,0,0,0,0,0,0,0,0,7076,0,200,JUNGLE,0,0,0,0,0,0,0,0,0,False,EUW1_7761638214,Challenger
0,1,Ahri,0,0,True,False,558,0,0,271,111,0,140,82,146,2075,0,200,MIDDLE,572,247,2,160,53,0,0,0,0,False,EUW1_7761638214,Challenger
0,1,Vayne,0,0,True,False,518,0,0,0,0,0,472,246,380,7,0,200,BOTTOM,472,246,0,0,0,0,0,0,0,False,EUW1_7761638214,Challenger
0,1,Senna,0,0,True,False,536,0,0,0,0,0,3,0,0,5602,0,200,UTILITY,3,0,1,0,0,0,1,1,1,False,EUW1_7761638214,Challenger
3,15,Trundle,1,0,False,True,9591,0,3,1197,1197,0,99709,11921,14060,907,0,100,TOP,107464,13914,180,6557,795,1,21,1,8,True,EUW1_7761605586,Challenger
3,15,Karthus,2,3,False,True,10287,0,1,180715,12758,209,5016,39,10215,4762,0,100,JUNGLE,282513,14572,24,96782,1774,1,28,5,5,True,EUW1_7761605586,Challenger
2,14,Nasus,3,1,False,True,10006,0,8,9429,2066,0,111579,15878,10614,6075,0,100,MIDDLE,126371,18115,166,5362,169,1,9,1,7,True,EUW1_7761605586,Challenger
2,11,Ezreal,4,0,False,True,9030,0,2,13852,4244,0,77126,10979,5144,3378,0,100,BOTTOM,93805,15317,188,2826,94,1,6,0,5,True,EUW1_7761605586,Challenger
3,9,Karma,2,6,False,True,5434,0,0,16741,5986,0,4534,221,4549,6872,0,100,UTILITY,25159,6234,36,3884,27,1,62,5,33,True,EUW1_7761605586,Challenger
3,13,Aatrox,7,2,False,True,6062,0,0,3217,1330,0,75490,12791,19336,6938,0,200,TOP,82732,15171,150,4025,1050,5,23,1,8,False,EUW1_7761605586,Challenger
4,12,Zyra,2,0,False,True,7317,0,1,98417,10823,135,10929,1544,7062,4540,0,200,JUNGLE,174704,13409,19,65355,1041,5,14,2,2,False,EUW1_7761605586,Challenger
3,13,Ahri,2,1,False,True,10425,0,7,68349,15480,0,11482,2401,8773,2075,0,200,MIDDLE,118812,23066,194,38980,5185,5,22,6,4,False,EUW1_7761605586,Challenger
3,12,Ashe,1,0,False,True,8552,0,2,3479,1573,4,69966,8162,5025,6487,0,200,BOTTOM,74550,9735,180,1104,0,5,14,1,3,False,EUW1_7761605586,Challenger
7,10,Seraphine,2,5,False,True,5670,0,1,14761,5160,0,3273,1139,8417,5410,0,200,UTILITY,19782,6299,20,1747,0,5,67,4,32,False,EUW1_7761605586,Challenger
1,17,Fiora,6,0,False,False,14816,2,5,1861,1531,12,198560,19442,25079,5910,0,100,TOP,217413,32619,264,16991,11644,9,21,1,10,False,EUW1_7753924020,Challenger
9,16,Nunu,9,3,False,False,13176,2,5,82210,19605,204,25128,1331,31387,6081,0,100,JUNGLE,306434,20997,17,199094,60,9,25,1,5,False,EUW1_7753924020,Challenger
5,16,Viktor,9,2,False,False,13373,2,11,165731,44904,2,10657,1623,19851,3157,0,100,MIDDLE,181416,46528,211,5027,0,9,13,0,12,False,EUW1_7753924020,Challenger
12,15,Senna,8,0,False,False,14243,2,2,0,0,0,161793,22920,13237,6047,0,100,BOTTOM,165070,23024,241,3276,104,9,17,3,8,False,EUW1_7753924020,Challenger
14,13,Rakan,6,11,False,False,9343,2,2,10278,7632,0,6441,2748,24431,1670,0,100,UTILITY,18875,10381,39,2155,0,9,128,19,51,False,EUW1_7753924020,Challenger
12,18,Ornn,6,0,False,False,10337,0,1,56133,10626,0,68663,6653,20564,29,0,200,TOP,130423,19400,192,5626,2120,6,16,0,8,True,EUW1_7753924020,Challenger
15,18,XinZhao,4,3,False,False,16487,0,11,10309,1844,190,187157,35524,30888,29,0,200,JUNGLE,311928,38617,32,114461,1248,6,38,8,5,True,EUW1_7753924020,Challenger
13,18,Zoe,6,0,False,False,14144,0,5,177183,22294,0,15732,1795,9797,935,0,200,MIDDLE,206756,28941,244,13840,4851,6,28,8,3,True,EUW1_7753924020,Challenger
12,18,Corki,3,1,False,False,21670,0,17,87240,11073,28,183810,37880,11740,7084,0,200,BOTTOM,306012,57319,268,34961,8365,6,30,5,11,True,EUW1_7753924020,Challenger
17,14,Pyke,6,12,False,False,10214,0,4,0,0,0,12352,9812,12733,5410,0,200,UTILITY,17167,12652,16,4814,2839,6,113,8,56,True,EUW1_7753924020,Challenger
4,17,Zaahen,10,0,False,False,12931,1,3,3890,662,0,147106,15237,18309,3891,0,100,TOP,155699,16749,252,4702,849,8,39,5,12,False,EUW1_7753599626,Challenger
14,17,Jayce,11,5,False,False,13814,1,1,30755,3550,213,196772,15345,20028,5067,0,100,JUNGLE,318874,22069,17,91347,3172,8,33,5,8,False,EUW1_7753599626,Challenger
4,17,Smolder,8,0,False,False,13563,1,6,23129,6536,1,162707,17042,14739,3230,0,100,MIDDLE,194678,28088,256,8841,4510,8,14,2,6,False,EUW1_7753599626,Challenger
8,17,Caitlyn,9,6,False,False,20018,1,13,1746,586,13,255858,28694,15590,7,0,100,BOTTOM,263797,30031,298,6193,750,8,51,11,16,False,EUW1_7753599626,Challenger
13,14,Neeko,11,12,False,False,10495,1,3,44114,19501,0,5493,1793,15174,1670,0,100,UTILITY,52801,21363,48,3193,68,8,127,15,58,False,EUW1_7753599626,Challenger
12,19,Rumble,4,3,False,False,16201,0,10,168997,43454,10,18984,2683,21392,6557,0,200,TOP,193264,47588,247,5282,1451,2,43,5,12,True,EUW1_7753599626,Challenger
20,18,Nocturne,6,6,False,False,17477,0,10,4270,1650,220,221026,23464,31104,907,0,200,JUNGLE,331622,29056,26,106325,3942,2,46,6,11,True,EUW1_7753599626,Challenger
9,18,Malzahar,5,5,False,False,15214,0,8,178123,30448,8,13498,339,14926,7,0,200,MIDDLE,204564,30860,284,12942,72,2,58,4,20,True,EUW1_7753599626,Challenger
12,18,Corki,2,0,False,False,18696,0,8,92355,6202,8,169847,25096,17826,3227,0,200,BOTTOM,305986,37294,307,43783,5995,2,32,13,7,True,EUW1_7753599626,Challenger
10,14,Pyke,9,15,False,False,13372,0,13,0,0,0,25941,12703,19523,6087,0,200,UTILITY,34212,17148,38,8270,4445,2,148,24,57,True,EUW1_7753599626,Challenger
8,20,Garen,10,1,False,False,18511,0,7,342,320,7,299777,38756,49315,6872,0,100,TOP,323676,50982,344,23556,11905,3,52,5,18,True,EUW1_7753510160,Challenger
13,18,Karthus,13,1,False,False,20448,0,8,368666,63997,282,3773,271,29425,29,0,100,JUNGLE,518023,74538,28,145584,10269,3,31,2,3,True,EUW1_7753510160,Challenger
4,18,Zed,4,1,False,False,21722,0,13,14884,2004,28,310201,44142,18005,29,0,100,MIDDLE,332687,48130,312,7601,1983,3,30,5,5,True,EUW1_7753510160,Challenger
14,18,Senna,6,3,False,False,19733,0,7,1071,396,21,316851,34749,20184,7091,0,100,BOTTOM,340654,38491,328,22732,3345,3,34,5,16,True,EUW1_7753510160,Challenger
23,16,Janna,7,12,False,False,11922,0,1,21416,11718,0,6221,2580,22709,3150,0,100,UTILITY,32960,17425,34,5322,3126,3,156,20,64,True,EUW1_7753510160,Challenger
5,20,Kayn,13,0,False,False,17059,2,6,0,0,0,314617,32907,44534,745,0,200,TOP,320993,35450,337,6376,2543,11,41,4,18,False,EUW1_7753510160,Challenger
21,18,JarvanIV,4,4,False,False,19111,2,9,20405,2975,218,224360,35925,28853,1442,0,200,JUNGLE,379685,42118,85,134920,3217,11,48,16,5,False,EUW1_7753510160,Challenger
15,18,Zilean,3,1,False,False,13909,2,4,201518,12288,0,14588,2706,17099,588,0,200,MIDDLE,250368,15183,282,34262,188,11,23,3,13,False,EUW1_7753510160,Challenger
23,18,Seraphine,6,3,False,False,15669,2,5,163356,17373,0,12160,2386,24637,588,0,200,BOTTOM,193280,20974,217,17762,1215,11,29,5,12,False,EUW1_7753510160,Challenger
11,15,Pantheon,10,10,False,False,16251,2,15,2059,1580,7,66441,33250,25898,1670,0,200,UTILITY,72106,36077,45,3605,1247,11,161,16,65,False,EUW1_7753510160,Challenger
6,16,Sejuani,2,0,False,True,13180,0,12,44946,19816,0,104332,18713,12050,948,0,100,TOP,153591,39890,194,4312,1360,5,26,2,9,False,EUW1_7750101146,Challenger
9,14,Briar,8,1,False,True,11181,0,5,11083,1394,133,109938,15204,17381,6283,0,100,JUNGLE,175428,17757,23,54406,1158,5,27,4,8,False,EUW1_7750101146,Challenger
4,13,Sylas,9,0,False,True,8019,0,4,58150,11733,4,3814,286,12783,1151,0,100,MIDDLE,64386,13626,131,2420,1605,5,11,0,8,False,EUW1_7750101146,Challenger
2,12,Tristana,8,2,False,True,10302,0,5,17559,1888,0,96904,17219,11049,4866,0,100,BOTTOM,116973,19261,190,2509,152,5,16,3,9,False,EUW1_7750101146,Challenger
14,12,Rakan,5,11,False,True,7564,0,1,10013,5992,0,4183,1685,11609,510,0,100,UTILITY,17173,7927,24,2977,250,5,88,6,44,False,EUW1_7750101146,Challenger
5,17,Gragas,8,0,False,True,9347,0,3,128535,16172,0,9824,1335,18987,691,0,200,TOP,141406,17520,205,3046,12,2,18,1,9,True,EUW1_7750101146,Challenger
15,16,JarvanIV,5,1,False,True,13431,0,7,9834,1103,190,168974,21265,15843,6680,0,200,JUNGLE,266086,23577,19,87277,1208,2,28,2,3,True,EUW1_7750101146,Challenger
8,16,Ryze,4,1,False,True,12436,0,13,119989,25915,2,9843,1345,12050,6981,0,200,MIDDLE,131638,27261,180,1806,0,2,32,7,9,True,EUW1_7750101146,Challenger
13,14,Zeri,6,0,False,True,13859,0,5,39282,6718,20,112103,16021,11993,937,0,200,BOTTOM,168234,23775,212,16847,1035,2,15,5,4,True,EUW1_7750101146,Challenger
17,13,Bard,4,5,False,True,9083,0,4,11334,8214,0,10245,6984,10824,1670,0,200,UTILITY,23583,15953,25,2003,755,2,108,12,38,True,EUW1_7750101146,Challenger
3,14,Aurora,1,1,False,True,8541,0,7,74642,12161,0,12116,1682,7103,1301,0,100,TOP,93004,15152,166,6244,1308,0,16,1,8,True,EUW1_7750024570,Challenger
5,12,XinZhao,1,4,False,True,7671,0,3,5642,339,153,85937,5391,12804,7,0,100,JUNGLE,184075,5954,1,92496,224,0,16,1,5,True,EUW1_7750024570,Challenger
1,12,Akali,1,1,False,True,8824,0,6,90694,15347,0,14315,1407,10348,4568,0,100,MIDDLE,110791,17704,176,5781,949,0,18,3,5,True,EUW1_7750024570,Challenger
4,11,Jhin,0,2,False,True,8858,0,3,6737,472,0,83854,9550,5310,7084,0,100,BOTTOM,93128,10091,175,2536,68,0,14,5,8,True,EUW1_7750024570,Challenger
9,9,Karma,1,3,False,True,6421,0,4,11305,5996,0,4239,1618,7436,588,0,100,UTILITY,18346,7614,20,2802,0,0,43,3,21,True,EUW1_7750024570,Challenger
1,11,Xerath,8,0,False,True,5076,0,0,57837,3397,0,5902,988,2772,685,0,200,TOP,67090,4386,126,3350,0,4,12,0,6,False,EUW1_7750024570,Challenger
2,11,Jayce,5,3,False,True,7568,0,2,17995,1564,120,85084,7424,6209,3797,0,200,JUNGLE,150256,9727,12,47176,737,4,26,6,7,False,EUW1_7750024570,Challenger
1,12,Kled,4,0,False,True,6539,0,2,559,559,0,67620,8209,8612,7,0,200,MIDDLE,68601,9155,138,421,386,4,9,0,5,False,EUW1_7750024570,Challenger
0,10,Lucian,3,0,False,True,6600,0,0,6734,1866,0,51544,5490,5948,6246,0,200,BOTTOM,65461,8319,155,7182,961,4,15,4,7,False,EUW1_7750024570,Challenger
3,8,Nami,3,3,False,True,4285,0,0,5180,4280,0,3733,1177,5494,1670,0,200,UTILITY,10961,5457,17,2046,0,4,45,3,22,False,EUW1_7750024570,Challenger
9,17,Zaahen,7,3,False,False,13049,0,4,4452,2250,0,139017,21072,28200,29,0,100,TOP,164564,23323,191,21094,0,3,34,4,7,True,EUW1_7749032682,Challenger
12,17,Nocturne,4,2,False,False,14162,0,5,1892,1149,197,196007,18149,23106,7027,0,100,JUNGLE,313584,20836,42,115684,1537,3,38,7,4,True,EUW1_7749032682,Challenger
10,16,Ryze,8,3,False,False,12012,0,5,154747,26791,0,9597,1132,14742,29,0,100,MIDDLE,170549,27924,204,6203,0,3,25,4,13,True,EUW1_7749032682,Challenger
6,16,Kaisa,4,1,False,False,19310,0,11,70618,15997,20,161455,14163,14281,6246,0,100,BOTTOM,234897,30643,260,2822,481,3,16,2,9,True,EUW1_7749032682,Challenger
13,13,Neeko,6,4,False,False,8824,0,2,27764,17390,0,3724,1600,9020,1670,0,100,UTILITY,32562,18990,19,1072,0,3,87,7,37,True,EUW1_7749032682,Challenger
1,15,Naafiri,8,0,False,False,11911,1,11,162,122,0,114254,27794,19737,18,0,200,TOP,136977,30868,190,22561,2952,10,24,2,9,False,EUW1_7749032682,Challenger
11,16,Aatrox,5,5,False,False,12414,1,6,13376,2315,183,184280,18385,24938,22,0,200,JUNGLE,286562,23283,18,88905,2581,10,35,5,9,False,EUW1_7749032682,Challenger
8,15,Annie,6,3,False,False,11059,1,6,122255,33255,0,11951,1713,6684,3478,0,200,MIDDLE,136900,35466,208,2693,497,10,25,3,9,False,EUW1_7749032682,Challenger
6,14,Ezreal,4,0,False,False,12996,1,6,11723,6020,0,111439,13815,14472,4,0,200,BOTTOM,124830,20550,214,1666,713,10,13,3,5,False,EUW1_7749032682,Challenger
15,13,Karma,4,4,False,False,8082,1,0,49694,13757,0,7164,1167,11052,5911,0,200,UTILITY,59328,15605,46,2469,680,10,78,1,39,False,EUW1_7749032682,Challenger
5,18,Akali,8,1,False,False,14846,2,6,163905,24114,0,20050,1424,23109,6759,0,100,TOP,207115,29010,258,23158,3471,9,27,3,6,False,EUW1_7748941647,Challenger
3,15,Khazix,8,6,False,False,15556,2,6,2044,2044,171,161583,17145,26387,21,0,100,JUNGLE,261895,23290,24,98267,4100,9,31,5,7,False,EUW1_7748941647,Challenger
6,16,Qiyana,10,2,False,False,15228,2,8,21183,3497,6,182922,28959,22898,28,0,100,MIDDLE,215767,36308,228,11661,3851,9,29,4,8,False,EUW1_7748941647,Challenger
4,15,Jhin,8,1,False,False,13614,2,2,17797,3079,11,206181,18915,15699,6490,0,100,BOTTOM,224995,22035,243,1015,39,9,23,5,11,False,EUW1_7748941647,Challenger
11,14,Lux,5,0,False,False,9897,2,2,56582,17320,2,5021,1342,11870,3150,0,100,UTILITY,62984,18663,62,1380,0,9,98,9,43,False,EUW1_7748941647,Challenger
4,19,Swain,4,0,False,False,14848,1,7,207281,25930,2,18604,3473,24907,6205,0,200,TOP,228816,29403,291,2929,0,8,32,1,14,True,EUW1_7748941647,Challenger
13,17,XinZhao,4,4,False,False,14133,1,6,13187,2343,195,187597,21393,29095,1665,0,200,JUNGLE,316366,25162,31,115583,1425,8,41,4,7,True,EUW1_7748941647,Challenger
14,16,Lulu,7,2,False,False,10643,1,2,65894,7797,0,13005,736,16845,6388,0,200,MIDDLE,83832,9001,142,4932,467,8,22,1,13,True,EUW1_7748941647,Challenger
3,17,Lucian,3,0,False,False,24927,1,24,42454,10489,12,322826,47066,21618,6246,0,200,BOTTOM,373955,60053,360,8674,2498,8,27,4,13,True,EUW1_7748941647,Challenger
29,15,Nami,6,9,False,False,10902,1,0,18485,9488,0,5199,1124,9927,1670,0,200,UTILITY,27226,10612,25,3542,0,8,102,7,46,True,EUW1_7748941647,Challenger
7,15,Sylas,7,0,False,False,9469,2,3,76627,12745,0,6778,992,18883,5457,0,100,TOP,90137,15800,147,6730,2061,10,26,1,11,False,EUW1_7748773227,Challenger
10,15,Vi,7,4,False,False,9983,2,2,0,0,144,116004,19025,20145,907,0,100,JUNGLE,187383,19333,21,71379,307,10,41,8,7,False,EUW1_7748773227,Challenger
5,14,Taliyah,8,2,False,False,11896,2,11,123887,29834,0,7564,2091,12691,18,0,100,MIDDLE,133165,32010,177,1713,84,10,25,5,6,False,EUW1_7748773227,Challenger
15,14,Kaisa,11,0,False,False,13672,2,3,17101,7922,0,90196,19356,14551,5914,0,100,BOTTOM,107352,27279,186,55,0,10,24,6,9,False,EUW1_7748773227,Challenger
6,12,Pyke,7,4,False,False,11611,2,12,0,0,0,26522,15921,19810,5911,0,100,UTILITY,32163,19697,20,5640,3775,10,70,1,34,False,EUW1_7748773227,Challenger
11,17,Ornn,3,0,False,False,11482,0,6,48502,12366,0,61211,5650,24608,7084,0,200,TOP,115341,19621,196,5627,1605,0,21,0,9,True,EUW1_7748773227,Challenger
18,16,JarvanIV,6,2,False,False,13152,0,7,10908,1783,154,116169,16366,20746,22,0,200,JUNGLE,229297,18406,27,102218,257,0,29,3,4,True,EUW1_7748773227,Challenger
8,15,Aurora,6,2,False,False,12936,0,7,115579,19535,0,13496,1675,13955,3502,0,200,MIDDLE,142878,24035,221,13802,2825,0,34,3,9,True,EUW1_7748773227,Challenger
10,15,Xayah,6,3,False,False,16723,0,10,0,0,24,226174,32132,11442,6246,0,200,BOTTOM,230248,32284,223,4074,152,0,33,4,11,True,EUW1_7748773227,Challenger
18,13,Poppy,10,10,False,False,11573,0,9,2432,2077,0,25332,18336,19804,1670,0,200,UTILITY,32730,22106,25,4965,1692,0,110,14,42,True,EUW1_7748773227,Challenger
0,16,Renekton,4,0,False,False,10728,1,7,8174,2634,0,104627,14491,16657,6751,0,100,TOP,116708,18511,176,3905,1385,9,17,0,10,False,EUW1_7761647910,Challenger
9,14,Diana,6,2,False,False,12853,1,6,148550,15338,149,26657,1701,11059,29,0,100,JUNGLE,236457,17468,42,61249,428,9,26,6,5,False,EUW1_7761647910,Challenger
8,14,Akali,7,2,False,False,10126,1,2,106677,16179,0,16869,1482,15626,545,0,100,MIDDLE,135232,18759,213,11685,1096,9,17,2,6,False,EUW1_7761647910,Challenger
5,12,Ezreal,8,0,False,False,9295,1,3,8110,4607,0,82846,10878,9733,2099,0,100,BOTTOM,109440,15737,169,18482,251,9,11,0,8,False,EUW1_7761647910,Challenger
9,11,Bard,8,8,False,False,7352,1,1,8145,5225,0,4269,2846,12977,7091,0,100,UTILITY,14455,9228,16,2040,1156,9,95,7,43,False,EUW1_7761647910,Challenger
7,16,Aurora,4,2,False,False,9323,0,1,72053,20151,0,20478,2972,14969,16,0,200,TOP,97778,25807,191,5246,2682,3,30,2,13,True,EUW1_7761647910,Challenger
10,16,Viego,3,3,False,False,14684,0,12,13792,7051,181,153320,14273,13826,6923,0,200,JUNGLE,258008,23320,12,90895,1994,3,31,2,4,True,EUW1_7761647910,Challenger
6,16,Irelia,5,0,False,False,15821,0,8,30131,6179,0,166256,21797,13594,20,0,200,MIDDLE,204095,29303,265,7707,1326,3,21,3,10,True,EUW1_7761647910,Challenger
13,15,Syndra,3,0,False,False,13296,0,3,132254,18377,4,10092,834,8538,7037,0,200,BOTTOM,154011,20516,220,11663,1304,3,13,3,7,True,EUW1_7761647910,Challenger
12,13,Pyke,4,3,False,False,11346,0,9,0,0,0,22695,10759,10997,29,0,200,UTILITY,29863,15070,33,7168,4310,3,89,14,26,True,EUW1_7761647910,Challenger
11,18,Ornn,12,0,False,True,10799,0,0,78713,8951,0,64891,4188,27336,7089,0,100,TOP,163774,13140,217,20170,0,5,31,2,13,True,EUW1_7761600156,Challenger
16,18,Hecarim,5,0,False,True,17802,0,10,20266,4378,196,231532,29381,29900,29,0,100,JUNGLE,339203,34345,62,87405,585,5,23,4,2,True,EUW1_7761600156,Challenger
5,18,Ekko,4,1,False,True,22275,0,23,291377,51550,8,23291,4706,20342,7037,0,100,MIDDLE,344896,60453,308,30228,4196,5,24,3,7,True,EUW1_7761600156,Challenger
14,17,Jinx,8,2,False,True,18736,0,10,2712,1181,67,365037,45190,17518,6921,0,100,BOTTOM,376994,47321,267,9243,949,5,33,8,10,True,EUW1_7761600156,Challenger
31,16,Lulu,5,17,False,True,10953,0,1,21533,8933,0,4195,1798,10860,7,0,100,UTILITY,27037,10732,20,1308,0,5,138,10,70,True,EUW1_7761600156,Challenger
11,19,KSante,6,2,False,True,16660,2,10,3219,2410,0,207515,36419,27772,6502,0,200,TOP,216135,40043,265,5400,1213,8,38,2,12,False,EUW1_7761600156,Challenger
16,17,Shen,11,0,False,True,13583,2,6,50503,5724,167,46563,8131,30102,6923,0,200,JUNGLE,230027,17330,17,132961,3474,8,22,4,2,False,EUW1_7761600156,Challenger
10,18,Azir,7,2,False,True,15002,2,6,278054,46165,16,6566,1159,15405,29,0,200,MIDDLE,299718,48025,286,15096,701,8,27,4,12,False,EUW1_7761600156,Challenger
6,16,Kaisa,8,3,False,True,17608,2,10,30336,6857,12,166053,23238,18601,2099,0,200,BOTTOM,203740,30864,228,7350,768,8,34,7,13,False,EUW1_7761600156,Challenger
14,14,Elise,12,6,False,True,10666,2,2,41398,20792,8,7214,2815,18506,4353,0,200,UTILITY,53160,25521,29,4547,1913,8,126,9,52,False,EUW1_7761600156,Challenger
9,19,Ambessa,4,5,False,False,15069,0,11,1388,1388,13,192502,42736,20334,6502,0,100,TOP,196220,44186,236,2329,61,4,48,5,19,True,EUW1_7761564764,Challenger
14,18,Sylas,5,4,False,False,16094,0,10,195905,32836,215,11921,1480,31459,29,0,100,JUNGLE,341526,35204,40,133699,887,4,42,4,10,True,EUW1_7761564764,Challenger
11,18,Viktor,4,1,False,False,13752,0,8,202031,45573,2,10262,864,11371,3366,0,100,MIDDLE,217176,46437,252,4882,0,4,21,5,11,True,EUW1_7761564764,Challenger
9,17,Xayah,4,1,False,False,19763,0,9,0,0,32,298493,42026,15944,5688,0,100,BOTTOM,302390,42172,266,3897,146,4,33,10,7,True,EUW1_7761564764,Challenger
12,14,Elise,7,8,False,False,11865,0,9,34210,21150,0,6696,2735,13654,3522,0,100,UTILITY,45331,26069,32,4425,2183,4,103,10,45,True,EUW1_7761564764,Challenger
2,17,Sett,10,2,False,False,12809,1,1,0,0,4,172748,15218,35458,5840,0,200,TOP,195663,19295,254,22915,4076,9,21,2,7,False,EUW1_7761564764,Challenger
